word,m.11,m.12,m.13,m.14,m.15,m.16,m.17,m.18,m.19,m.20,m.21,m.22,m.23,m.24
"annoncent",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"annulaire",0,0,0,0,0,0,0,0,0,0,0,2,0,0
"année",0,0,1,0,0,0,0,2,0,1,1,0,2,0
"années",0,0,0,0,0,0,0,0,0,0,0,0,1,1
"anorak",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"anounette",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ans",0,6,0,1,2,0,2,1,1,3,3,1,11,5
"anse",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"antenne",0,0,0,0,0,0,0,0,1,0,1,0,0,0
"antennes",0,0,0,1,0,2,0,0,0,0,0,0,0,0
"anthonin",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"anti",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"anticipée",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"antidérapant",0,0,0,0,2,0,0,0,0,0,0,0,0,0
"antidérapants",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"antilope",0,0,0,0,0,0,0,1,3,0,0,0,0,0
"antoinette",0,0,1,0,5,0,0,0,0,0,10,1,1,0
"anxieux",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ao",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"aou",0,0,0,0,0,0,0,0,0,0,0,0,2,0
"aouao",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"aouaooh",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"août",0,0,0,0,1,0,1,0,0,0,0,0,6,0
"aõ",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ap",0,0,1,1,0,0,0,0,0,1,0,1,0,0
"apa",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"apelle",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"apellent",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"apercevras",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"apericube",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"aperçoive",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"apff",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"aphte",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"api",0,0,0,0,0,0,0,0,4,0,7,0,0,0
"apla",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"aplyː",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"apo",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"apolin",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"apoum",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"apparaissaient",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"apparaissait",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"apparaissent",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"apparait",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"apparamment",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"apparaît",0,0,0,0,0,0,3,0,0,0,0,0,0,0
"apparaître",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"appareil",0,2,1,3,0,1,0,0,0,0,1,4,1,0
"appareils",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"apparemment",0,1,0,0,0,2,0,0,2,1,2,0,2,1
"apparence",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"apparition",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"appartement",0,0,0,0,0,0,1,1,0,0,0,0,0,0
"appartiennent",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"appartiens",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"appartient",0,0,0,0,0,0,0,0,0,0,2,0,1,0
"appelais",0,0,1,0,0,1,0,0,0,0,0,0,0,0
"appelait",0,0,0,0,1,0,0,0,0,0,0,0,4,0
"appeler",0,0,1,2,4,2,1,4,0,0,0,1,1,3
"appellais",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"appelle",5,3,21,4,11,10,14,20,15,9,19,52,55,51
"appellent",0,0,0,0,0,0,0,0,0,0,1,5,0,1
"appelles",1,1,14,0,3,1,12,5,0,1,3,11,2,7
"appellé",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"appelé",0,0,0,0,2,0,0,0,0,0,0,1,2,1
"appelés",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"appetit",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"applaudir",0,0,0,0,1,0,0,1,0,0,0,0,0,0
"applaudis",2,2,0,0,0,0,1,0,0,0,0,0,0,0
"applaudissaient",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"applaudissez",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"applique",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"apporte",0,0,0,1,0,2,0,2,0,1,2,2,2,11
"apportent",0,0,0,0,0,0,0,0,0,0,0,0,1,1
"apporter",0,0,1,0,0,1,0,1,0,0,2,1,2,4
"apporterai",0,1,1,0,0,0,0,0,0,0,0,0,0,1
"apportes",0,1,5,4,2,6,1,1,1,0,5,3,5,0
"apporté",0,0,0,0,0,0,0,2,1,1,0,3,1,9
"apportée",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"apportées",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"apportés",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"apprenais",0,0,0,0,0,0,0,0,0,0,0,3,0,0
"apprend",0,0,0,1,0,0,0,1,0,0,1,3,0,1
"apprendrai",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"apprendre",0,3,0,0,2,1,1,2,0,0,0,0,0,1
"apprendront",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"apprends",0,1,0,0,0,0,0,1,1,0,0,0,1,3
"apprenne",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"apprennent",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"apprentie",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"appris",0,0,0,0,0,0,0,1,0,0,4,3,5,2
"apprise",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"approche",0,0,1,0,4,1,2,1,0,0,0,2,1,3
"approcher",0,0,1,1,0,0,0,0,0,0,1,0,1,2
"approches",0,0,0,0,0,0,1,0,0,1,0,0,0,2
"approché",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"apprécient",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"apprécier",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"appui",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"appuie",3,5,8,15,10,20,3,19,16,2,8,4,12,8
"appuies",2,3,5,9,1,2,5,9,4,1,2,5,2,3
"appuis",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"appuit",0,0,0,0,0,0,1,0,1,0,0,0,0,0
"appuyant",0,0,0,0,0,0,1,0,0,0,1,0,0,0
"appuyer",0,1,3,3,1,1,2,5,2,2,5,16,6,9
"appuyé",0,0,1,0,0,0,1,0,2,0,0,1,0,0
"appétit",0,1,0,0,2,0,0,0,3,0,2,12,3,3
"aprem",0,1,0,0,0,0,0,0,0,0,1,0,0,0
"apres",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"après",7,22,29,25,33,20,15,37,33,33,39,57,104,75
"aprés",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"apwi",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"apyː",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"apès",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"apéricube",0,0,0,0,0,2,0,2,0,0,0,0,0,0
"apéricubes",0,0,0,0,0,1,0,3,0,0,0,0,0,0
"apéritif",0,0,0,0,0,0,0,0,0,0,0,0,1,1
"apéro",0,0,0,1,0,1,1,0,0,0,0,0,2,0
"aqua",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ar",0,0,1,0,1,0,0,0,0,0,0,0,0,0
"arabe",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"araignée",0,0,0,1,0,1,0,8,1,3,1,0,0,4
"araignées",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"arbre",0,1,4,6,0,0,4,4,3,9,1,7,6,10
"arbres",0,0,0,0,0,2,0,2,3,3,1,3,6,1
"arc",0,0,3,0,2,0,2,0,5,3,0,0,0,1
"archer",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"architecte",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"arctique",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ardoise",0,0,1,0,0,0,1,0,0,0,0,1,0,0
"are",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"areu",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"areuh",0,0,0,0,0,2,0,0,0,0,0,0,0,0
"argent",0,0,0,0,0,0,0,1,0,0,0,0,6,0
"argentée",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"argumenter",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ari",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"arielle",0,0,0,0,0,0,0,2,0,0,0,2,0,0
"arjel",0,0,0,0,0,0,0,1,0,0,0,1,0,0
"armes",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"armoire",0,4,1,0,0,0,1,0,0,1,2,0,5,3
"armée",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"arnaque",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"arnaud",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"arnica",0,0,0,3,0,0,0,0,2,0,0,0,1,0
"aro",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"arrache",0,0,0,0,0,0,0,0,2,0,0,0,0,0
"arracher",0,0,2,0,1,0,0,0,2,0,0,2,0,2
"arraches",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"arracheur",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"arraché",0,0,0,6,0,0,2,0,1,0,1,0,0,1
"arrahh",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"arrange",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"arranger",0,0,0,1,0,0,0,0,0,0,0,1,0,0
"arreter",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"arrivais",0,0,0,0,0,0,0,0,1,0,1,0,1,0
"arrivait",0,0,0,1,1,0,1,0,2,0,1,2,0,0
"arrivant",0,0,0,0,0,0,0,0,0,0,1,1,1,0
"arrive",1,11,13,9,8,6,8,7,14,11,9,19,19,22
"arrivent",0,0,1,1,0,0,0,0,0,0,0,2,1,1
"arriver",0,5,7,5,2,1,1,3,4,7,10,2,5,5
"arrivera",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"arriverai",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"arriverais",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"arriverait",0,0,0,1,0,0,0,0,0,0,0,0,1,0
"arriveras",0,0,2,0,1,0,0,1,1,0,1,0,0,0
"arrives",2,5,5,5,11,8,9,9,5,4,5,3,10,8
"arrivé",2,1,0,2,6,1,0,3,2,0,5,2,6,1
"arrivée",0,1,1,1,0,1,1,0,0,0,0,1,4,2
"arrivés",0,0,0,0,1,0,0,0,0,0,0,1,1,0
"arrière",0,1,2,2,0,1,1,1,0,2,1,6,6,2
"arrosage",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"arrose",0,0,0,0,0,0,0,0,0,0,1,1,1,0
"arroser",0,0,0,0,0,1,3,1,0,2,3,0,3,0
"arroses",0,0,0,0,0,0,0,1,0,0,0,0,1,0
"arroseur",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"arrosoir",0,0,0,0,0,0,0,0,2,0,0,0,0,0
"arrosé",0,0,0,1,0,0,0,0,1,0,1,0,1,0
"arrosée",0,0,0,0,0,0,0,0,0,4,0,0,0,0
"arrosées",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"arrète",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"arrétait",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"arrêtait",0,0,0,0,0,0,0,0,0,0,2,0,0,1
"arrête",1,12,8,7,11,9,8,13,14,22,7,29,15,20
"arrêter",0,6,6,5,0,3,2,3,1,0,5,5,5,7
"arrêtera",0,0,1,0,0,0,0,1,0,0,0,0,0,0
"arrêterait",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"arrêtes",0,0,4,3,4,1,1,0,2,3,0,8,2,10
"arrêtez",0,1,0,0,0,0,0,0,0,0,0,2,2,0
"arrêté",1,0,1,0,0,3,1,1,6,0,1,2,0,0
"arrêtée",0,0,0,0,0,0,0,2,0,0,0,0,0,0
"arthur",0,0,0,0,0,0,1,0,0,0,1,0,1,0
"artichaud",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"artichaut",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"article",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"articulant",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"articulatoires",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"artiste",0,0,0,0,0,0,1,0,0,0,0,0,1,1
"artistes",0,0,0,0,1,0,0,1,0,0,0,0,1,0
"arts",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"arçon",0,0,0,0,0,0,0,0,0,0,0,2,0,0
"arêtes",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"as",36,132,202,212,148,213,221,208,215,210,244,347,372,344
"as-fait",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ascenceur",0,0,0,0,0,2,0,0,2,0,0,1,0,0
"ascensceur",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ascenseur",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ascension",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"aspect",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"aspirateur",0,0,1,0,0,1,1,0,1,0,1,5,1,1
"aspire",0,0,0,0,0,0,1,0,0,0,0,1,0,0
"aspirer",0,0,0,0,0,0,0,0,0,0,0,2,0,0
"aspires",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"aspirine",0,0,0,0,0,0,5,0,0,0,0,0,0,0
"aspiré",0,0,0,0,0,0,0,0,0,0,0,2,0,0
"asseoir",1,2,7,11,7,6,3,10,8,9,23,12,13,12
"asseois",0,1,0,0,0,3,0,2,5,0,2,6,0,1
"asseoit",0,0,1,1,0,0,0,4,2,0,1,1,2,0
"asseyais",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"asseye",0,0,0,0,0,0,0,0,1,0,1,0,0,0
"assez",3,3,5,6,1,2,3,8,4,6,5,4,10,8
"assie",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"assied",0,0,0,4,0,2,1,1,4,1,2,0,4,0
"assieds",1,3,3,4,12,5,1,3,3,9,6,8,14,2
"assieds-toi",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"assiette",2,0,0,6,7,1,3,3,3,4,13,13,26,9
"assiettes",0,0,0,0,0,0,0,0,0,0,0,5,2,0
"assir",0,0,0,0,2,0,0,0,0,0,0,0,0,0
"assis",0,4,7,1,74,2,2,3,2,2,42,8,9,14
"assise",0,0,2,5,2,2,1,5,1,3,9,7,16,1
"assises",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"assister",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"assit",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"association",0,1,0,0,0,0,0,0,0,0,0,0,1,0
"assoie",0,0,0,1,0,0,0,0,0,0,0,1,2,0
"assoies",0,0,1,3,1,0,0,2,1,0,0,0,0,1
"assoir",0,2,0,0,1,0,0,0,0,0,0,0,0,0
"assois",0,1,3,0,4,1,1,3,0,2,2,2,3,0
"assoit",0,0,0,0,2,0,0,0,0,1,0,2,1,0
"assommer",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"assommé",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"assouvir",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"assure",0,0,1,0,0,0,1,0,0,0,0,0,1,0
"assurer",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"asticot",0,1,1,0,0,0,0,0,0,0,0,0,0,0
"astuce",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"ataataataataataatan",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"atasjõ",0,0,0,0,0,0,0,0,0,3,0,0,0,0
"atata",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"atatatatatat",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"atcha",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"atchoum",0,0,0,0,0,0,2,0,3,0,0,1,6,5
"atelier",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"atends",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"atention",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"atesjõː",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ati",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"atila",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"atõ",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"atsum",0,0,0,0,0,0,0,0,2,0,0,0,0,0
"att",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"attablé",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"attache",1,2,0,1,0,0,0,3,0,0,0,2,0,1
"attachent",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"attacher",0,0,0,0,0,0,0,1,0,0,0,5,1,6
"attaches",0,0,0,2,0,0,0,0,0,0,0,0,0,0
"attaché",0,0,0,1,0,0,0,1,0,0,0,0,0,2
"attaque",0,0,0,0,0,0,1,0,0,2,0,0,0,0
"attaquer",0,0,1,0,0,0,0,1,0,0,0,0,0,0
"attaques",0,0,1,0,0,1,1,0,0,0,0,0,0,0
"atteindre",0,0,0,1,0,0,0,1,0,1,0,0,0,0
"atteint",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"atteinte",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"attend",0,6,8,4,18,5,24,2,5,7,33,5,24,3
"attendaient",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"attendais",0,1,0,0,0,0,0,1,0,0,0,1,0,0
"attendait",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"attendant",0,0,0,0,0,1,0,1,0,2,1,0,5,1
"attendre",0,2,0,2,7,0,0,0,0,1,4,10,6,4
"attends",24,100,90,144,94,110,83,147,168,133,99,146,172,138
"attendsje",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"attendu",0,0,0,0,0,0,0,1,1,0,0,1,0,0
"attens",0,0,0,0,1,0,0,0,1,0,0,0,0,0
"attente",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"attentif",0,0,0,2,0,0,0,0,0,0,0,0,0,0
"attention",13,41,68,110,55,52,50,77,48,38,73,62,125,76
"attentivement",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"atterrissage",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"atterrit",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"attesté",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"attila",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"attire",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"attirer",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"attires",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"attitude",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"attrait",0,0,0,1,0,0,0,0,0,0,1,0,0,0
"attrape",0,3,2,6,2,2,0,3,4,1,3,5,6,1
"attraper",5,5,8,8,10,8,5,2,10,5,12,15,17,3
"attrapes",0,6,3,2,3,3,0,4,4,2,4,1,4,1
"attrappe",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"attrappes",0,0,1,0,0,0,2,0,0,0,0,0,1,1
"attrappé",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"attrapé",0,0,2,2,1,2,2,1,4,0,2,8,6,6
"attrapée",0,0,0,1,0,0,0,0,0,0,1,0,0,0
"attrapés",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"atttention",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"attérissage",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"atʃum",0,1,1,0,1,0,0,0,0,0,0,0,0,0
"au",26,37,68,71,45,62,64,87,49,40,57,108,149,98
"au-dessus",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"aubergines",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"aubépines",0,0,2,0,0,0,0,0,0,0,0,0,0,0
"aucun",0,0,0,0,1,0,0,0,0,0,1,1,0,0
"audrey",0,0,0,0,0,0,0,0,0,0,0,0,3,0
"auhoi",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"aujourd",0,1,0,0,0,0,1,0,0,0,0,0,0,0
"aujourd'",0,0,0,0,0,0,0,0,0,0,0,0,1,1
"aujourd'hui",0,6,4,9,1,6,10,3,5,6,2,17,11,2
"aune",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"auquel",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"aura",1,1,2,3,2,2,2,2,2,3,8,5,4,6
"aurai",1,1,0,0,0,0,0,0,0,0,0,2,1,0
"auraient",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"aurais",3,0,1,4,3,1,3,7,5,1,2,4,4,3
"aurait",1,1,2,2,1,1,2,1,0,2,1,1,5,1
"auras",1,1,1,0,2,1,1,4,2,0,0,9,7,4
"aurevoir",1,0,0,1,0,0,2,3,1,0,0,2,0,1
"aurez",0,0,1,0,0,0,0,0,0,0,1,0,0,1
"auront",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"aurore",0,0,0,0,0,0,0,0,0,2,0,0,0,0
"aurée",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"auréole",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ausi",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"aussi",21,53,72,33,32,52,70,73,55,63,82,148,151,140
"aussitôt",0,0,0,1,0,0,0,0,0,0,0,3,0,0
"aut",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"autant",0,2,0,1,1,0,0,0,0,1,0,0,0,3
"auto",0,0,1,1,1,0,2,1,0,1,10,14,3,1
"autobus",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"autocollant",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"autocollantes",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"autocollants",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"automatique",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"automne",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"autonome",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"autonomie",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"autorisé",0,2,0,0,0,0,0,0,1,0,0,0,0,0
"autos",0,0,0,0,0,0,0,1,1,0,5,1,0,0
"autostop",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"autour",1,1,2,5,1,0,1,2,1,1,3,10,1,4
"autre",16,33,74,61,41,61,70,69,62,72,101,141,135,178
"autrement",0,1,2,0,0,0,2,3,1,0,2,5,3,9
"autres",0,4,12,15,7,4,16,14,20,13,22,34,25,33
"autruche",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"aux",0,11,5,6,1,4,7,19,9,4,9,24,17,17
"av",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"avaient",0,1,0,0,1,0,0,0,1,0,1,0,1,4
"avais",4,14,11,14,9,15,19,21,20,11,15,20,28,14
"avait",5,10,17,9,11,6,14,17,20,10,52,27,57,32
"avaj",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"avale",0,0,0,0,0,1,0,1,0,0,0,0,0,0
"avalent",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"avaler",0,1,0,0,0,0,0,0,0,0,1,0,0,1
"avales",0,0,0,0,0,1,0,0,0,0,0,0,1,0
"avalé",0,0,2,0,0,1,1,0,0,0,0,0,0,3
"avance",0,2,6,3,0,1,2,1,9,1,3,3,1,4
"avancent",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"avancer",0,2,1,1,0,1,1,0,2,1,0,0,1,3
"avances",0,3,0,0,0,0,1,1,0,0,0,0,0,1
"avancée",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"avant",2,7,3,5,15,11,8,10,13,4,3,16,13,13
"avantage",0,0,0,0,0,0,0,0,0,0,0,1,0,2
"avançait",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"avc",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"avec",31,58,95,95,78,64,118,137,134,110,149,206,220,215
"aventure",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"avenue",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"averti",0,0,0,0,0,0,0,0,0,0,0,0,2,0
"aveugle",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"avez",0,0,5,1,4,0,0,0,7,1,5,2,8,12
"aviez",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"avignon",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"avion",1,0,0,0,3,1,2,5,1,1,12,19,7,35
"avions",0,0,0,0,5,0,1,1,1,0,2,4,0,1
"avis",0,0,3,1,1,3,1,2,3,1,3,3,7,3
"avocat",0,0,0,0,0,0,0,0,0,0,0,0,9,0
"avoir",2,6,11,12,7,10,9,14,6,12,11,24,31,28
"avon",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"avons",1,0,0,1,1,0,0,1,0,0,1,0,0,1
"avril",0,0,0,0,0,0,1,0,0,0,1,0,0,0
"avwar",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"awawa",0,0,0,0,1,0,0,0,1,0,0,0,0,0
"axe",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ayant",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"aye",0,0,0,0,0,96,0,0,0,0,0,0,0,0
"ayez",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"aza",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"azi",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"azur",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"açon",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"aérer",0,0,0,0,0,0,0,0,0,0,0,1,0,1
"aéroport",0,0,0,0,0,0,0,0,0,0,2,0,0,0
"aîe",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"aïe",18,18,27,31,20,17,50,32,54,42,18,34,36,36
"aʁø",0,0,0,0,0,3,0,0,0,0,0,0,0,0
"aː",0,3,0,0,0,0,4,3,1,0,0,0,0,0
"aːm",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"aːː",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ã",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ããan",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ãmbetãt",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ãtɔni",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ãvwar",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ãː",0,0,0,0,1,0,0,0,1,0,0,0,0,0
"b",0,0,0,0,0,0,0,1,0,1,0,0,0,1
"ba",0,4,3,2,2,4,19,5,2,0,0,2,3,0
"baba",0,0,1,0,0,4,0,1,0,1,5,0,0,0
"bababababababa",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"babain",0,0,0,0,0,2,0,0,0,0,0,0,0,0
"babar",0,2,3,0,1,0,0,6,0,0,9,14,5,9
"babaʁ",0,0,2,0,0,0,0,1,0,0,0,0,0,0
